Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q2,Q3,Q4,Q4_11_TEXT,Q5,Q6,Q6_5_TEXT,Q7,Q7A,Q17,Q7B,Q7B_3_TEXT,Q11_1,Q8,Q9,Q9_5_TEXT,Q10,Q12,Q12A,Q13,Q13A,Q20,Q22,Q8 - Topics
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,I don't travel during this time,Car,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,,East Rock,West campus,,No,Shuttle access,,No,,,"Lack of bike paths,Due to weather considerations",,10,"Incentives for shuttles to run on time, especially in the evenings leaving west campus","No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
Walk,Fixed route shuttle,Fixed route shuttle,Door-to-door shuttle,Door-to-door shuttle,Fixed route shuttle,Home to work,Work to elsewhere,Work to elsewhere,Work to home,Home to work,Home to elsewhere,CT transit,East Rock,"Prospect,Med campus",,"Amistad, Construction near science hill","Improve lighting,Security presence",,No,,,"Nowhere to store bike (i.e. bike racks),Don't feel safe biking in traffic",,11,"more routine departure times, i.e. leaves med school at 00, 20, 40, etc.",Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,Yes,Unknown
Walk,Walk,Walk,Car,I don't travel during this time,Car,Home to work,Home to work,Work to home,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Downtown,Hillhouse area,,New Haven Green,"Improve lighting,Security presence,Blue light",,No,,,"Because the commute is too short/long,Due to weather considerations",,5,,"No, I wouldn't be interested",,"Yes, I have the app but don't use it",No,,No,,No,Yes,
Walk,,Walk,Walk,,Walk,Home to work,Work to elsewhere,Work to home,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Downtown,Science Hill,,York St.,,,No,,,"Due to weather considerations,Because bikes are expensive",,5,I'd rather have a strict schedule (+/- 5 min) for shuttle service rather than the current real-time tracking,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car,Other (please specify)",,No,No,,No,,No,Yes,Unknown
Walk,Walk,I don't travel during this time,Walk,Walk,Walk,Work to home,Work to elsewhere,I don't travel during this time,Work to elsewhere,Work to home,Home to work,To-door shuttle (Law/Med),East Rock,Science Hill,,,,,No,,,Other (please specify),Don't own a bike,10,"Driver safety training, I had drivers play games on their phone while driving, or drive on the wrong side of the road, or just speed ",Yale provided graduate students with cheaper/free passes,,No,No,,No,,Yes,No,Unknown
Walk,Walk,Walk,Door-to-door shuttle,Door-to-door shuttle,Fixed route shuttle,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,,East Rock,"York St.,Hillhouse area,Old campus",,Orange St. and State St. south of SOM,"Shuttle access,Improve lighting,Security presence",,No,,,"Lack of bike paths,Nowhere to store bike (i.e. bike racks),Due to weather considerations,Don't feel safe biking in traffic",,15,,Yale provided graduate students with cheaper/free passes,,"Yes, I have the app but don't use it",No,,No,,No,Yes,
Bike,Bike,Bike,Uber/taxi,Uber/taxi,,Home to work,Work to elsewhere,Work to elsewhere,Work to elsewhere,Home to elsewhere,Work to elsewhere,To-door shuttle (Law/Med),East Rock,Science Hill,,No but I am scary myself,"Shuttle access,Improve lighting,Security presence,Blue light",,Yes,,,,,5,,"Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit,Yale provided incentives for using CT transit instead of a car",,No,No,,No,,No,Yes,
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Uber/taxi,I don't travel during this time,Uber/taxi,Home to work,Work to elsewhere,Work to home,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),Prospect Hill,"Hillhouse area,Whitney/Temple (includes SOM)",,The narrow road that goes to csssi library from sachem isn't well lit so feels lil risky,Improve lighting,,No,,,"Because the commute is too short/long,Don't feel safe biking in traffic",,20,,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I have the app but don't use it",No,,No,,No,Yes,
Walk,Walk,Walk,Walk,Walk,Car,Home to work,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"Prospect,Cross campus",,No,,,Yes,,,,,8,The timing is all fucked up because of the longer stop at the Med school. So... fixing that would be cool. ,"No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Fixed route shuttle,Fixed route shuttle,Walk,Home to work,I don't travel during this time,I don't travel during this time,Work to home,Work to home,Home to work,,East Rock,York St.,,Walking from HGS to East rock,Shuttle access,,No,,,Other (please specify),can't ride bike,15,more shuttles with less wait time,"No, I wouldn't be interested",,No,No,,No,,No,Yes,Unknown
Walk,Fixed route shuttle,Fixed route shuttle,Door-to-door shuttle,Door-to-door shuttle,Door-to-door shuttle,Home to work,Work to elsewhere,Work to elsewhere,Home to elsewhere,Home to elsewhere,Home to elsewhere,,Downtown,"Other (please specify),Med campus",300 George,South of Chapel St,,,No,,,"Because the commute is too short/long,Don't feel safe biking in traffic",,15,I suspect the transit dispatch center doesn't use algorithmic tools to intelligently dispatch their drivers. This could likely be optimized. ,"No, I wouldn't be interested",,No,No,,No,,Yes,Yes,Unknown
Bike,Bike,Bike,Bike,I don't travel during this time,Bike,Home to work,Home to work,Work to home,Work to home,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,"York St.,Cross campus",,"most major intersections between east rock and campus, esp on trumbull st",Other (please specify),better bike lanes,Yes,,,,,5,"more accurate schedule, clearly marked pickup points, more frequent shuttles, actually pick up waiting passengers, maintain fixed route in east rock at night",Yale provided graduate students with cheaper/free passes,,"Yes, I've heard of it",No,,No,,No,Yes,Unknown
Uber/taxi,Car,Car,Uber/taxi,Uber/taxi,Uber/taxi,Work to home,Work to home,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,"Science Hill,York St.",,Sometimes east rock is a little dark. could be better lit,Improve lighting,,No,,,,,,,,,,,,No,,No,Yes,
Walk,Walk,Walk,Door-to-door shuttle,Door-to-door shuttle,Walk,Home to elsewhere,Work to home,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,,Wooster Square,Old campus,,Around the green at night,Security presence,,No,,,"Nowhere to store bike (i.e. bike racks),Due to weather considerations",,8,More shuttles for late night door to door; usually wait time is around 45 min,"No, I wouldn't be interested",,No,No,,No,,Yes,Yes,Unknown
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,I don't travel during this time,Walk,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Home to work,"CT transit,Door to door shuttle,To-door shuttle (Law/Med)",East Rock,"Science Hill,Med campus,Cross campus",,,,,No,,,"Lack of bike paths,Don't feel safe biking in traffic",,10,,"Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit,Yale provided incentives for using CT transit instead of a car",,No,No,,No,,No,Yes,
Fixed route shuttle,I don't travel during this time,Walk,I don't travel during this time,I don't travel during this time,Car,Home to work,I don't travel during this time,Work to home,I don't travel during this time,I don't travel during this time,Home to elsewhere,To-door shuttle (Law/Med),East Rock,Med campus,,I feel safe on my commute to work,,,Yes,,,,,10,,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I've heard of it",No,,No,,Yes,Yes,
Walk,Walk,Walk,Walk,I don't travel during this time,Car,Home to work,Work to elsewhere,Work to elsewhere,Work to home,,,,Downtown,Old campus,,Park Street,"Shuttle access,Improve lighting,Security presence,Blue light",,No,,,"Because the commute is too short/long,Don't feel safe biking in traffic,Because bikes are expensive",,3,,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I've heard of it",No,,No,,No,Yes,
Fixed route shuttle,Walk,Walk,Walk,Uber/taxi,Walk,Home to work,Home to work,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,CT transit,East Rock,"York St.,Med campus",,No,,,No,,,Don't feel safe biking in traffic,,7,Change the naming system so that it is clear what the routes are. It's very difficult to keep track of the fact that a single shuttle system runs different routes at different times of day. ,Yale provided graduate students with cheaper/free passes,,No,No,,No,,No,Yes,Unknown
Fixed route shuttle,Fixed route shuttle,Fixed route shuttle,Car,Car,Car,Home to work,Work to elsewhere,Work to home,Work to home,Home to work,Home to work,To-door shuttle (Law/Med),East Rock,"Med campus,West campus",,Near the green,,,No,,,"Nowhere to store bike (i.e. bike racks),Due to weather considerations,Don't feel safe biking in traffic",,10,Update the rider app - especially for the west campus route where they do a loop,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I have the app but don't use it",No,,No,,Yes,Yes,Unknown
Bike,Bike,Bike,Bike,Bike,Bike,Home to work,Work to elsewhere,Work to elsewhere,Work to home,I don't travel during this time,Work to home,To-door shuttle (Law/Med),East Rock,Science Hill,,streets with large pot holes in the snow are hazardous on bike,"Shuttle access,Improve lighting,Security presence",,Yes,,,,,30,a way to text to request a ride instead of call,,,No,No,,No,,No,Yes,Unknown
Walk,Walk,Walk,Walk,Door-to-door shuttle,Walk,Home to work,Work to elsewhere,Work to home,Home to elsewhere,I don't travel during this time,Home to elsewhere,,East Rock,Science Hill,,Corner of Sachem and Whitney late at night,Security presence,,No,,,Other (please specify),I don't own a bike,10,,"No, I wouldn't be interested",,"Yes, I have and use the app",No,,No,,No,Yes,
Walk,Walk,Walk,Walk,I don't travel during this time,Walk,Home to work,Work to elsewhere,Work to home,Home to elsewhere,Home to elsewhere,,,Downtown,Science Hill,,,,,No,,,"Lack of bike paths,Nowhere to store bike (i.e. bike racks),Because the commute is too short/long",,10,,"No, I wouldn't be interested",,No,No,,No,,No,No,
Walk,Walk,Walk,Walk,Uber/taxi,Walk,Home to work,Work to home,Home to work,Home to elsewhere,Prefer not to answer,Home to elsewhere,,Downtown,"Hillhouse area,Whitney/Temple (includes SOM),Cross campus",,,"Improve lighting,Security presence",,No,,,Because the commute is too short/long,,10,,"Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,No,No,,No,,No,Yes,
Walk,Walk,Walk,Door-to-door shuttle,Door-to-door shuttle,Bike,Home to elsewhere,Home to work,Work to home,Home to elsewhere,Home to elsewhere,Home to elsewhere,To-door shuttle (Law/Med),Downtown,"York St.,Old campus",,Occasionally on Howe Street between Chapel and Elm,Improve lighting,,Yes,,,,,40,More frequent shuttles on the weekend that go to Union Station!,"I already use CT transit,Yale provided graduate students with cheaper/free passes,Yale provided incentives for using CT transit instead of a car",,"Yes, I've heard of it",No,,No,,No,Yes,Unknown
Fixed route shuttle,Bike,Fixed route shuttle,Door-to-door shuttle,I don't travel during this time,Bike,Home to elsewhere,Home to work,Work to elsewhere,Work to home,I don't travel during this time,Home to elsewhere,,Near Med campus,"Hillhouse area,Prospect,Cross campus",,"Between College St. and Downtown (Church, Orange, Court St.)","Shuttle access,Blue light",,Yes,,,,,25,"Also provide time predictions for fixed shuttle line that are in service, but no bus is running. e.g. when I was waiting at HHH and wait for blue night, it either shows ""no prediction"" or ""1min"" once the bus leaves parking lot, make me feel have no time to get prepared. Maybe the parking time estimation could be made.","Yale provided graduate students with cheaper/free passes,Yale groups hosted off-campus events that could be reached by CT transit",,No,No,,No,,Yes,Yes,Unknown
Walk,Walk,Walk,Door-to-door shuttle,Door-to-door shuttle,Walk,Home to work,Work to elsewhere,Work to home,Work to home,Prefer not to answer,Home to elsewhere,To-door shuttle (Law/Med),Prospect Hill,"Hillhouse area,Prospect,Cross campus",,"Prospect, at night","Shuttle access,Improve lighting,Security presence",,No,,,"Nowhere to store bike (i.e. bike racks),Don't feel safe biking in traffic",,10,I'm disabled and rely on the special services shuttle (need the one with a ramp) but I often have to wait 2 hours for a shuttle because a shuttle with a ramp is not available. Friends with cars often come pick me up instead.,Other (please specify),If I weren't catcalled by men at the bus stop,"Yes, I have the app but don't use it",No,,No,,No,Yes,Unknown
